Filename,Leading,Trailing,Length,isFiller,Condition_Q,Condition_GP,Participant,Item
210.37FDN_r2.wav,4559,NA,9750,True,False,False,210,37
210.40FDN_r1.wav,540,1455,5895,True,False,False,210,40
210.27FQY_r2.wav,8220,2176,15646,True,True,True,210,27
210.9EQY_r2.wav,6030,NA,11111,False,True,True,210,9
210.37FDN_r1.wav,450,812,5102,True,False,False,210,37
210.40FDN_r2.wav,4529,NA,8843,True,False,False,210,40
210.27FQY_r1.wav,810,1002,5442,True,True,True,210,27
210.9EQY_r1.wav,540,NA,7142,False,True,True,210,9
210.2EDY_r1.wav,720,NA,5555,False,False,True,210,2
210.10EDY_r1.wav,660,NA,4875,False,False,True,210,10
210.6EDN_r1.wav,900,NA,4308,False,False,False,210,6
210.14EDN_r1.wav,1530,565,5215,False,False,False,210,14
210.19FQY_r1.wav,1110,NA,7823,True,True,True,210,19
210.46FDN_r1.wav,1020,688,5668,True,False,False,210,46
210.21FQY_r2.wav,3929,173,8843,True,True,True,210,21
210.2EDY_r2.wav,1020,NA,10544,False,False,True,210,2
210.10EDY_r2.wav,5099,810,9750,False,False,True,210,10
210.6EDN_r2.wav,3269,206,7256,False,False,False,210,6
210.14EDN_r2.wav,5850,374,10544,False,False,False,210,14
210.19FQY_r2.wav,NA,330,9750,True,True,True,210,19
210.46FDN_r2.wav,5910,638,11678,True,False,False,210,46
210.21FQY_r1.wav,870,352,5782,True,True,True,210,21
210.32FDY_r2.wav,4559,556,8956,True,False,True,210,32
210.36FQN_r2.wav,4349,NA,8616,True,True,False,210,36
210.26FQY_r2.wav,3449,898,13378,True,True,True,210,26
210.41FDN_r1.wav,540,2629,7369,True,False,False,210,41
210.5EDY_r1.wav,840,NA,6009,False,False,True,210,5
210.13EQN_r1.wav,1230,155,4535,False,True,False,210,13
210.32FDY_r1.wav,840,NA,3968,True,False,True,210,32
210.36FQN_r1.wav,630,NA,4421,True,True,False,210,36
210.26FQY_r1.wav,780,1149,7029,True,True,True,210,26
210.41FDN_r2.wav,5430,NA,9183,True,False,False,210,41
210.13EQN_r2.wav,4769,920,9410,False,True,False,210,13
210.5EDY_r2.wav,5340,NA,9410,False,False,True,210,5
210.18FQY_r1.wav,840,502,5782,True,True,True,210,18
210.7EQN_r1.wav,360,799,6349,False,True,False,210,7
210.3EDY_r1.wav,1290,422,6122,False,False,True,210,3
210.20FQY_r2.wav,5550,650,10430,True,True,True,210,20
210.47FDN_r1.wav,660,161,4421,True,False,False,210,47
210.18FQY_r2.wav,4739,1057,10657,True,True,True,210,18
